 name, reviews, rating, fulladdr, latitude, longitude, categories, working_days, service_options
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
Pizzeria Genovese 2,566,4.3,Via del Chiosino. 8. 26900 Lodi LO,45.3075714,9.4834051,Pizza restaurant.Restaurant,Monday:10 AM–2 PM & 6 PM–12 AM .Tuesday:10 AM–2:30 PM & 6–11:30 PM .Wednesday:10 AM–2:30 PM & 6 PM–12 AM .Thursday:10 AM–2:30 PM & 6 PM–12 AM .Friday:10 AM–2:30 PM & 6 PM–12 AM .Saturday:10 AM–2:30 PM & 6 PM–12 AM .Sunday:10 AM–2:30 PM & 6 PM–12 AM ,Delivery & Takeaway & Dine-in
The Bridge Pub,567,4.3,Via X Maggio. 6. 26900 Lodi LO,45.3177012,9.5076907,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:6 PM–3 AM .Sunday:6 PM–2 AM ,Dine-in & Delivery
The Bridge Pub,567,4.3,Via X Maggio. 6. 26900 Lodi LO,45.3177012,9.5076907,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:6 PM–3 AM .Sunday:6 PM–2 AM ,Dine-in & Delivery
Ristorante Koora Sushi,590,4.3,Viale Piacenza. 40. 26900 Lodi LO,45.2999922,9.5140033,Sushi ,Monday:Closed .Tuesday:12–3 PM & 7–11:30 PM .Wednesday:12–3 PM & 7–11:30 PM .Thursday:12–3 PM & 7–11:30 PM .Friday:12–3 PM & 7–11:30 PM .Saturday:12–3 PM & 7–11:30 PM .Sunday:12–3 PM & 7–11:30 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Ristorante Koora Sushi,590,4.3,Viale Piacenza. 40. 26900 Lodi LO,45.2999922,9.5140033,Sushi restaurant.Restaurant,Monday:Closed .Tuesday:12–3 PM & 7–11:30 PM .Wednesday:12–3 PM & 7–11:30 PM .Thursday:12–3 PM & 7–11:30 PM .Friday:12–3 PM & 7–11:30 PM .Saturday:12–3 PM & 7–11:30 PM .Sunday:12–3 PM & 7–11:30 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Ristorante Koora Sushi,590,4.3,Viale Piacenza. 40. 26900 Lodi LO,45.2999922,9.5140033,Sushi restaurant.Restaurant,Monday:Closed .Tuesday:12–3 PM & 7–11:30 PM .Wednesday:12–3 PM & 7–11:30 PM .Thursday:12–3 PM & 7–11:30 PM .Friday:12–3 PM & 7–11:30 PM .Saturday:12–3 PM & 7–11:30 PM .Sunday:12–3 PM & 7–11:30 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Ristorante Koora Sushi,590,4.3,Viale Piacenza. 40. 26900 Lodi LO,45.2999922,9.5140033,Sushi restaurant.Restaurant,Monday:Closed .Tuesday:12–3 PM & 7–11:30 PM .Wednesday:12–3 PM & 7–11:30 PM .Thursday:12–3 PM & 7–11:30 PM .Friday:12–3 PM & 7–11:30 PM .Saturday:12–3 PM & 7–11:30 PM .Sunday:12–3 PM & 7–11:30 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Ristorante Koora Sushi,590,4.3,Viale Piacenza. 40. 26900 Lodi LO,45.2999922,9.5140033,Sushi restaurant.Restaurant,Monday:Closed .Tuesday:12–3 PM & 7–11:30 PM .Wednesday:12–3 PM & 7–11:30 PM .Thursday:12–3 PM & 7–11:30 PM .Friday:12–3 PM & 7–11:30 PM .Saturday:12–3 PM & 7–11:30 PM .Sunday:12–3 PM & 7–11:30 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Ristorante Koora Sushi,590,4.3,Viale Piacenza. 40. 26900 Lodi LO,45.2999922,9.5140033,Sushi restaurant.Restaurant,Monday:Closed .Tuesday:12–3 PM & 7–11:30 PM .Wednesday:12–3 PM & 7–11:30 PM .Thursday:12–3 PM & 7–11:30 PM .Friday:12–3 PM & 7–11:30 PM .Saturday:12–3 PM & 7–11:30 PM .Sunday:12–3 PM & 7–11:30 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
The River Saloon,622,4.3,8FQX+23M. 26900 Lodi LO,45.3373559,9.4977953,Restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30 PM–2 AM .Thursday:7:30 PM–12 AM .Friday:7:30 PM–12 AM .Saturday:7:30 PM–2 AM .Sunday:12:30–3 PM & 7:30 PM–12 AM ,Outdoor seating & Takeaway & Dine-in & Delivery
The River Saloon,622,4.3,8FQX+23M. 26900 Lodi LO,45.3373559,9.4977953,Restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30 PM–2 AM .Thursday:7:30 PM–12 AM .Friday:7:30 PM–12 AM .Saturday:7:30 PM–2 AM .Sunday:12:30–3 PM & 7:30 PM–12 AM ,Outdoor seating & Takeaway & Dine-in & Delivery
The River Saloon,622,4.3,8FQX+23M. 26900 Lodi LO,45.3373559,9.4977953,Restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30 PM–2 AM .Thursday:7:30 PM–12 AM .Friday:7:30 PM–12 AM .Saturday:7:30 PM–2 AM .Sunday:12:30–3 PM & 7:30 PM–12 AM ,Outdoor seating & Takeaway & Dine-in & Delivery
The River Saloon,622,4.3,8FQX+23M. 26900 Lodi LO,45.3373559,9.4977953,Restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30 PM–2 AM .Thursday:7:30 PM–12 AM .Friday:7:30 PM–12 AM .Saturday:7:30 PM–2 AM .Sunday:12:30–3 PM & 7:30 PM–12 AM ,Outdoor seating & Takeaway & Dine-in & Delivery
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Fine dining restaurant.Italian restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Fine dining restaurant.Italian restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Fine dining restaurant.Italian restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Fine dining restaurant.Italian restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Fine dining restaurant.Italian restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
La Coldana,811,4.3,via del costino. Cascina Coldana. 26900 Lodi LO,45.3041215,9.5176123,Fine dining restaurant.Italian restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7:30–10 PM .Thursday:7:30–10 PM .Friday:12:30–2:30 PM & 7:30–10 PM .Saturday:12:30–2:30 PM & 7:30–10 PM .Sunday:12:30–2:30 PM & 7:30–10 PM ,Outdoor seating & No-contact delivery & Delivery & Takeaway & Dine-in
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant Pizza,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
Al Sazio Wasken Ristorante con pizza,13,4.2,Piazzale degli Sport. 1. 26900 Lodi LO,45.298501,9.5051459,Restaurant,Monday:12 PM–12 AM .Tuesday:12 PM–12 AM .Wednesday:12 PM–12 AM .Thursday:12 PM–12 AM .Friday:12 PM–12 AM .Saturday:12 PM–12 AM .Sunday:9 AM–12 AM ,Kerbside pickup & Takeaway & Dine-in & Delivery
G.V. Bar,17,4.2,26900 Lodi. Province of Lodi,45.3130534,9.4883102,Bar,Monday:7 AM–8 PM .Tuesday:7 AM–8 PM .Wednesday:7 AM–8 PM .Thursday:7 AM–8 PM .Friday:7 AM–8 PM .Saturday:7 AM–8 PM .Sunday:Closed ,Dine-in
I Love Poke Lodi,41,4.2,Piazza della Vittoria. 8. 26900 Lodi LO,45.3139112,9.5031059,Poke,Monday:11:30 AM–10 PM .Tuesday:11:30 AM–10 PM .Wednesday:11:30 AM–10 PM .Thursday:11:30 AM–10 PM .Friday:11:30 AM–10 PM .Saturday:11:30 AM–10 PM .Sunday:11:30 AM–3 PM & 6–9 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
I Love Poke Lodi,41,4.2,Piazza della Vittoria. 8. 26900 Lodi LO,45.3139112,9.5031059,Poke bar,Monday:11:30 AM–10 PM .Tuesday:11:30 AM–10 PM .Wednesday:11:30 AM–10 PM .Thursday:11:30 AM–10 PM .Friday:11:30 AM–10 PM .Saturday:11:30 AM–10 PM .Sunday:11:30 AM–3 PM & 6–9 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
I Love Poke Lodi,41,4.2,Piazza della Vittoria. 8. 26900 Lodi LO,45.3139112,9.5031059,Poke bar,Monday:11:30 AM–10 PM .Tuesday:11:30 AM–10 PM .Wednesday:11:30 AM–10 PM .Thursday:11:30 AM–10 PM .Friday:11:30 AM–10 PM .Saturday:11:30 AM–10 PM .Sunday:11:30 AM–3 PM & 6–9 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
I Love Poke Lodi,41,4.2,Piazza della Vittoria. 8. 26900 Lodi LO,45.3139112,9.5031059,Poke bar,Monday:11:30 AM–10 PM .Tuesday:11:30 AM–10 PM .Wednesday:11:30 AM–10 PM .Thursday:11:30 AM–10 PM .Friday:11:30 AM–10 PM .Saturday:11:30 AM–10 PM .Sunday:11:30 AM–3 PM & 6–9 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
I Love Poke Lodi,41,4.2,Piazza della Vittoria. 8. 26900 Lodi LO,45.3139112,9.5031059,Poke bar,Monday:11:30 AM–10 PM .Tuesday:11:30 AM–10 PM .Wednesday:11:30 AM–10 PM .Thursday:11:30 AM–10 PM .Friday:11:30 AM–10 PM .Saturday:11:30 AM–10 PM .Sunday:11:30 AM–3 PM & 6–9 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
La Fortuna,149,4.2,Via San Bassiano. 17/a. 26900 Lodi LO,45.3119932,9.4966514,Chinese ,Monday:6–10 PM .Tuesday:11 AM–2 PM & 6–10 PM .Wednesday:11 AM–2 PM & 6–10 PM .Thursday:11 AM–2 PM & 6–10 PM .Friday:11 AM–2 PM & 6–10 PM .Saturday:11 AM–2 PM & 6–10 PM .Sunday:11 AM–2 PM & 6–10 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
La Fortuna,149,4.2,Via San Bassiano. 17/a. 26900 Lodi LO,45.3119932,9.4966514,Chinese takeaway.Chinese restaurant,Monday:6–10 PM .Tuesday:11 AM–2 PM & 6–10 PM .Wednesday:11 AM–2 PM & 6–10 PM .Thursday:11 AM–2 PM & 6–10 PM .Friday:11 AM–2 PM & 6–10 PM .Saturday:11 AM–2 PM & 6–10 PM .Sunday:11 AM–2 PM & 6–10 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
La Fortuna,149,4.2,Via San Bassiano. 17/a. 26900 Lodi LO,45.3119932,9.4966514,Chinese takeaway.Chinese restaurant,Monday:6–10 PM .Tuesday:11 AM–2 PM & 6–10 PM .Wednesday:11 AM–2 PM & 6–10 PM .Thursday:11 AM–2 PM & 6–10 PM .Friday:11 AM–2 PM & 6–10 PM .Saturday:11 AM–2 PM & 6–10 PM .Sunday:11 AM–2 PM & 6–10 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
La Fortuna,149,4.2,Via San Bassiano. 17/a. 26900 Lodi LO,45.3119932,9.4966514,Chinese takeaway.Chinese restaurant,Monday:6–10 PM .Tuesday:11 AM–2 PM & 6–10 PM .Wednesday:11 AM–2 PM & 6–10 PM .Thursday:11 AM–2 PM & 6–10 PM .Friday:11 AM–2 PM & 6–10 PM .Saturday:11 AM–2 PM & 6–10 PM .Sunday:11 AM–2 PM & 6–10 PM ,Kerbside pickup & Delivery & Takeaway & Dine-in
Tadim Istanbul Pizzeria-Kebap,279,4.2,Via Sant'Angelo. 8. 26900 Lodi LO,45.3057121,9.4998672,Kebab ,Monday:10 AM–12 AM .Tuesday:10 AM–12 AM .Wednesday:10 AM–12 AM .Thursday:10 AM–12 AM .Friday:10 AM–12 AM .Saturday:10 AM–12 AM .Sunday:10 AM–12 AM ,Delivery & Takeaway & Dine-in
Tadim Istanbul Pizzeria-Kebap,279,4.2,Via Sant'Angelo. 8. 26900 Lodi LO,45.3057121,9.4998672,Restaurant.Kebab shop.Pizza restaurant,Monday:10 AM–12 AM .Tuesday:10 AM–12 AM .Wednesday:10 AM–12 AM .Thursday:10 AM–12 AM .Friday:10 AM–12 AM .Saturday:10 AM–12 AM .Sunday:10 AM–12 AM ,Delivery & Takeaway & Dine-in
