 name, reviews, rating, fulladdr, latitude, longitude, categories, working_days, service_options
Il Pomodoro Pelato,438,4.5,Piazza Mercato. 26900 Lodi LO,45.3146195,9.5043091,Pizza restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7–11 PM .Thursday:7–11 PM .Friday:7–11 PM .Saturday:12:30–3 PM & 7–11 PM .Sunday:12:30–3 PM & 7–11 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Il Pomodoro Pelato,438,4.5,Piazza Mercato. 26900 Lodi LO,45.3146195,9.5043091,Pizza restaurant,Monday:Closed .Tuesday:Closed .Wednesday:7–11 PM .Thursday:7–11 PM .Friday:7–11 PM .Saturday:12:30–3 PM & 7–11 PM .Sunday:12:30–3 PM & 7–11 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Gelateria Puro & Bio Lodi,769,4.5,Via Acquedotto. 3. 26900 Lodi LO,45.3115476,9.4980991,Ice Cream  ,Monday:Closed .Tuesday:11 AM–10 PM .Wednesday:11 AM–10 PM .Thursday:11 AM–10 PM .Friday:11 AM–11 PM .Saturday:11 AM–11 PM .Sunday:11 AM–10 PM ,Delivery & In-store pick-up & In-store shopping & Takeaway & Dine-in & Same-day delivery
Gelateria Puro & Bio Lodi,769,4.5,Via Acquedotto. 3. 26900 Lodi LO,45.3115476,9.4980991,Ice cream shop.Chocolate artisan.Creperie.Delivery service.Frozen yogurt shop,Monday:Closed .Tuesday:11 AM–10 PM .Wednesday:11 AM–10 PM .Thursday:11 AM–10 PM .Friday:11 AM–11 PM .Saturday:11 AM–11 PM .Sunday:11 AM–10 PM ,Delivery & In-store pick-up & In-store shopping & Takeaway & Dine-in & Same-day delivery
Gelateria Puro & Bio Lodi,769,4.5,Via Acquedotto. 3. 26900 Lodi LO,45.3115476,9.4980991,Ice cream shop.Chocolate artisan.Creperie.Delivery service.Frozen yogurt shop,Monday:Closed .Tuesday:11 AM–10 PM .Wednesday:11 AM–10 PM .Thursday:11 AM–10 PM .Friday:11 AM–11 PM .Saturday:11 AM–11 PM .Sunday:11 AM–10 PM ,Delivery & In-store pick-up & In-store shopping & Takeaway & Dine-in & Same-day delivery
Wellington Pub,852,4.5,Via Felice Cavallotti. 17. 26900 Lodi LO,45.321162,9.510654,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:7 PM–3 AM .Sunday:6 PM–2 AM ,Outdoor seating & Dine-in & Delivery
Wellington Pub,852,4.5,Via Felice Cavallotti. 17. 26900 Lodi LO,45.321162,9.510654,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:7 PM–3 AM .Sunday:6 PM–2 AM ,Outdoor seating & Dine-in & Delivery
Wellington Pub,852,4.5,Via Felice Cavallotti. 17. 26900 Lodi LO,45.321162,9.510654,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:7 PM–3 AM .Sunday:6 PM–2 AM ,Outdoor seating & Dine-in & Delivery
Wellington Pub,852,4.5,Via Felice Cavallotti. 17. 26900 Lodi LO,45.321162,9.510654,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:7 PM–3 AM .Sunday:6 PM–2 AM ,Outdoor seating & Dine-in & Delivery
Wellington Pub,852,4.5,Via Felice Cavallotti. 17. 26900 Lodi LO,45.321162,9.510654,Pub,Monday:7 PM–2 AM .Tuesday:7 PM–2 AM .Wednesday:7 PM–2 AM .Thursday:7 PM–2 AM .Friday:7 PM–3 AM .Saturday:7 PM–3 AM .Sunday:6 PM–2 AM ,Outdoor seating & Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Felice Angelo,56,4.4,Via Fratelli Lupi. 1. 26900 Lodi LO,45.3227997,9.5124334,Bar,Monday:5:30 AM–8 PM .Tuesday:5:30 AM–8 PM .Wednesday:5:30 AM–8 PM .Thursday:5:30 AM–8 PM .Friday:5:30 AM–8 PM .Saturday:5:30 AM–8 PM .Sunday:5:30 AM–8 PM ,Dine-in & Delivery
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza ,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Delfino da asporto di Esposito Gaetano,79,4.4,Via Felice Cavallotti. 33. 26900 Lodi LO,45.3226753,9.5123378,Pizza restaurant,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM & 6–11 PM .Wednesday:11:30 AM–3 PM & 6–11 PM .Thursday:11:30 AM–3 PM & 6–11 PM .Friday:11:30 AM–3 PM & 6–11 PM .Saturday:11:30 AM–3 PM & 6–11 PM .Sunday:11:30 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Mabi's S.n.c.,90,4.4,Via del Pulignano. 2. 26900 Lodi LO,45.3200627,9.4835397,Bar,Monday:6:30 AM–10 PM .Tuesday:6:30 AM–10 PM .Wednesday:6:30 AM–10 PM .Thursday:6:30 AM–10 PM .Friday:6:30 AM–10 PM .Saturday:6:30 AM–10 PM .Sunday:Closed ,Outdoor seating & Dine-in & Delivery
Mabi's S.n.c.,90,4.4,Via del Pulignano. 2. 26900 Lodi LO,45.3200627,9.4835397,Bar,Monday:6:30 AM–10 PM .Tuesday:6:30 AM–10 PM .Wednesday:6:30 AM–10 PM .Thursday:6:30 AM–10 PM .Friday:6:30 AM–10 PM .Saturday:6:30 AM–10 PM .Sunday:Closed ,Outdoor seating & Dine-in & Delivery
Pizzeria Kairos,109,4.4,Viale Dalmazia. 7. 26900 Lodi LO,45.3128045,9.4975241,Pizza ,Monday:Closed .Tuesday:11 AM–3 PM & 6–11 PM .Wednesday:11 AM–3 PM & 6–11 PM .Thursday:11 AM–3 PM & 6–11 PM .Friday:11 AM–3 PM & 6–11 PM .Saturday:11 AM–3 PM & 6–11 PM .Sunday:11 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Kairos,109,4.4,Viale Dalmazia. 7. 26900 Lodi LO,45.3128045,9.4975241,Pizza restaurant.Restaurant,Monday:Closed .Tuesday:11 AM–3 PM & 6–11 PM .Wednesday:11 AM–3 PM & 6–11 PM .Thursday:11 AM–3 PM & 6–11 PM .Friday:11 AM–3 PM & 6–11 PM .Saturday:11 AM–3 PM & 6–11 PM .Sunday:11 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Pizzeria Kairos,109,4.4,Viale Dalmazia. 7. 26900 Lodi LO,45.3128045,9.4975241,Pizza restaurant.Restaurant,Monday:Closed .Tuesday:11 AM–3 PM & 6–11 PM .Wednesday:11 AM–3 PM & 6–11 PM .Thursday:11 AM–3 PM & 6–11 PM .Friday:11 AM–3 PM & 6–11 PM .Saturday:11 AM–3 PM & 6–11 PM .Sunday:11 AM–3 PM & 6–11 PM ,Delivery & Takeaway & Dine-in
Bar La Gatta,124,4.4,Corso Giuseppe Mazzini. 98. 26900 Lodi LO,45.3045962,9.5088101,Bar,Monday:7:30 AM–8 PM .Tuesday:7:30 AM–8 PM .Wednesday:7:30 AM–8 PM .Thursday:7:30 AM–8 PM .Friday:7:30 AM–8 PM .Saturday:7 AM–10 PM .Sunday:Closed ,Outdoor seating & Takeaway & Dine-in
Bar La Gatta,124,4.4,Corso Giuseppe Mazzini. 98. 26900 Lodi LO,45.3045962,9.5088101,Bar,Monday:7:30 AM–8 PM .Tuesday:7:30 AM–8 PM .Wednesday:7:30 AM–8 PM .Thursday:7:30 AM–8 PM .Friday:7:30 AM–8 PM .Saturday:7 AM–10 PM .Sunday:Closed ,Outdoor seating & Takeaway & Dine-in
Bar La Gatta,124,4.4,Corso Giuseppe Mazzini. 98. 26900 Lodi LO,45.3045962,9.5088101,Bar,Monday:7:30 AM–8 PM .Tuesday:7:30 AM–8 PM .Wednesday:7:30 AM–8 PM .Thursday:7:30 AM–8 PM .Friday:7:30 AM–8 PM .Saturday:7 AM–10 PM .Sunday:Closed ,Outdoor seating & Takeaway & Dine-in
Bar La Gatta,124,4.4,Corso Giuseppe Mazzini. 98. 26900 Lodi LO,45.3045962,9.5088101,Bar,Monday:7:30 AM–8 PM .Tuesday:7:30 AM–8 PM .Wednesday:7:30 AM–8 PM .Thursday:7:30 AM–8 PM .Friday:7:30 AM–8 PM .Saturday:7 AM–10 PM .Sunday:Closed ,Outdoor seating & Takeaway & Dine-in
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
Bar Valente,144,4.4,Via Aldo Moro. 48. 26900 Lodi LO,45.3002757,9.4957846,Bar.Tobacco shop,Monday:7 AM–7:30 PM .Tuesday:7 AM–7:30 PM .Wednesday:7 AM–7:30 PM .Thursday:7 AM–7:30 PM .Friday:7 AM–7:30 PM .Saturday:7 AM–7:30 PM .Sunday:9 AM–12:30 PM ,Takeaway & Dine-in & Delivery
PokeBon | Hawaiian poke a Lodi,155,4.4,Via Sant'Angelo. 10. 26900 Lodi LO,45.3057219,9.4997222,Poke,Monday:11 AM–3 PM & 6–10:30 PM .Tuesday:11 AM–3 PM & 6–10:30 PM .Wednesday:11 AM–3 PM & 6–10:30 PM .Thursday:11 AM–3 PM & 6–10:30 PM .Friday:11 AM–3 PM & 6–10:30 PM .Saturday:11 AM–3 PM & 6–10:30 PM .Sunday:11 AM–3 PM & 6–10:30 PM ,Delivery & Takeaway & Dine-in
PokeBon | Hawaiian poke a Lodi,155,4.4,Via Sant'Angelo. 10. 26900 Lodi LO,45.3057219,9.4997222,Poke bar,Monday:11 AM–3 PM & 6–10:30 PM .Tuesday:11 AM–3 PM & 6–10:30 PM .Wednesday:11 AM–3 PM & 6–10:30 PM .Thursday:11 AM–3 PM & 6–10:30 PM .Friday:11 AM–3 PM & 6–10:30 PM .Saturday:11 AM–3 PM & 6–10:30 PM .Sunday:11 AM–3 PM & 6–10:30 PM ,Delivery & Takeaway & Dine-in
PokeBon | Hawaiian poke a Lodi,155,4.4,Via Sant'Angelo. 10. 26900 Lodi LO,45.3057219,9.4997222,Poke bar,Monday:11 AM–3 PM & 6–10:30 PM .Tuesday:11 AM–3 PM & 6–10:30 PM .Wednesday:11 AM–3 PM & 6–10:30 PM .Thursday:11 AM–3 PM & 6–10:30 PM .Friday:11 AM–3 PM & 6–10:30 PM .Saturday:11 AM–3 PM & 6–10:30 PM .Sunday:11 AM–3 PM & 6–10:30 PM ,Delivery & Takeaway & Dine-in
PokeBon | Hawaiian poke a Lodi,155,4.4,Via Sant'Angelo. 10. 26900 Lodi LO,45.3057219,9.4997222,Poke bar,Monday:11 AM–3 PM & 6–10:30 PM .Tuesday:11 AM–3 PM & 6–10:30 PM .Wednesday:11 AM–3 PM & 6–10:30 PM .Thursday:11 AM–3 PM & 6–10:30 PM .Friday:11 AM–3 PM & 6–10:30 PM .Saturday:11 AM–3 PM & 6–10:30 PM .Sunday:11 AM–3 PM & 6–10:30 PM ,Delivery & Takeaway & Dine-in
PokeBon | Hawaiian poke a Lodi,155,4.4,Via Sant'Angelo. 10. 26900 Lodi LO,45.3057219,9.4997222,Poke bar,Monday:11 AM–3 PM & 6–10:30 PM .Tuesday:11 AM–3 PM & 6–10:30 PM .Wednesday:11 AM–3 PM & 6–10:30 PM .Thursday:11 AM–3 PM & 6–10:30 PM .Friday:11 AM–3 PM & 6–10:30 PM .Saturday:11 AM–3 PM & 6–10:30 PM .Sunday:11 AM–3 PM & 6–10:30 PM ,Delivery & Takeaway & Dine-in
Il Datterino Di Bendaj Baci,157,4.4,Via S. Giacomo. 9. 26900 Lodi LO,45.3166366,9.5070889,Pizza ,Monday:10 AM–2 PM & 5:30–10 PM .Tuesday:10 AM–2 PM & 5:30–10 PM .Wednesday:Closed .Thursday:10 AM–2 PM & 5:30–10 PM .Friday:10 AM–2 PM & 5:30–10 PM .Saturday:10 AM–2 PM & 5:30–10 PM .Sunday:10 AM–2 PM & 5:30–10 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Il Datterino Di Bendaj Baci,157,4.4,Via S. Giacomo. 9. 26900 Lodi LO,45.3166366,9.5070889,Pizza restaurant,Monday:10 AM–2 PM & 5:30–10 PM .Tuesday:10 AM–2 PM & 5:30–10 PM .Wednesday:Closed .Thursday:10 AM–2 PM & 5:30–10 PM .Friday:10 AM–2 PM & 5:30–10 PM .Saturday:10 AM–2 PM & 5:30–10 PM .Sunday:10 AM–2 PM & 5:30–10 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Il Datterino Di Bendaj Baci,157,4.4,Via S. Giacomo. 9. 26900 Lodi LO,45.3166366,9.5070889,Pizza restaurant,Monday:10 AM–2 PM & 5:30–10 PM .Tuesday:10 AM–2 PM & 5:30–10 PM .Wednesday:Closed .Thursday:10 AM–2 PM & 5:30–10 PM .Friday:10 AM–2 PM & 5:30–10 PM .Saturday:10 AM–2 PM & 5:30–10 PM .Sunday:10 AM–2 PM & 5:30–10 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Il Datterino Di Bendaj Baci,157,4.4,Via S. Giacomo. 9. 26900 Lodi LO,45.3166366,9.5070889,Pizza restaurant,Monday:10 AM–2 PM & 5:30–10 PM .Tuesday:10 AM–2 PM & 5:30–10 PM .Wednesday:Closed .Thursday:10 AM–2 PM & 5:30–10 PM .Friday:10 AM–2 PM & 5:30–10 PM .Saturday:10 AM–2 PM & 5:30–10 PM .Sunday:10 AM–2 PM & 5:30–10 PM ,Kerbside pickup & No-contact delivery & Delivery & Takeaway & Dine-in
Fiaschetteria Lodi,205,4.4,Via Volturno. 33. 26900 Lodi LO,45.3142015,9.5053349,Wine,Monday:11:30 AM–3 PM .Tuesday:11:30 AM–3 PM .Wednesday:11:30 AM–3 PM .Thursday:11:30 AM–3 PM .Friday:11:30 AM–3 PM & 7:30 PM–12 AM .Saturday:11:30 AM–3 PM & 7:30 PM–12 AM .Sunday:Closed ,Takeaway & Dine-in & Delivery
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Piadineria,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
Piadineria #Piadatime,273,4.4,Via Giuseppe Saragat. 29. 26900 Lodi LO,45.3012132,9.4955609,Fast food restaurant,Monday:12–3 PM .Tuesday:12–3 PM .Wednesday:12–3 PM & 7–10 PM .Thursday:12–3 PM & 7–10 PM .Friday:12–3 PM & 7–10 PM .Saturday:12–3 PM & 7–10 PM .Sunday:7–10 PM ,Outdoor seating & Delivery & Takeaway & Dine-in
