name,reviews,rating,fulladdr,latitude,longitude,categories
Molto Più Pizza Restaurant,1600,4.1,Via Fratelli Cervi. 13. 27100 Pavia PV,45.2001331,9.1297627,Pizza restaurant.Hamburger restaurant.Restaurant Magna
Hayashi Restaurant,1653,4.3,Via Matteo Bandello. 4. 27100 Pavia PV,45.1930457,9.1650665,Restaurant Magna
Tigella Bella,1675,4.3,Corso Carlo Alberto. 28. 27100 Pavia PV,45.1877102,9.1569026,Restaurant Magna
Old Wild West,1743,4,Via Vigentina. 27100 Pavia PV,45.2051595,9.1726234,Steak house.Hamburger restaurant.Restaurant Magna
McDonald's,1841,3.8,Centro Commerciale San Martino SS per Mortara. 27028 San Martino Siccomario PV,45.1533778,9.124575,Fast food restaurant Magna
Pizza Leggera Pavia,1893,4.1,Via Alessandro Brambilla. 70/F. 27100 Pavia PV,45.202362,9.149373,Restaurant.Pizza restaurant Magna
Haikky,1959,4.3,Via Vigentina. 29. 27100 Pavia PV,45.2032546,9.1711168,Sushi restaurant.Pan-Asian restaurant Magna
Caffè dell'Abate,2077,4.2,Via Alessandro Brambilla. 47. 27100 Pavia PV,45.2042398,9.1493158,Restaurant.Cocktail bar.Hamburger restaurant.Pub.Small plates restaurant Magna
Mori Mille Sapori D'Oriente,2123,4.4,Via Alessandro Brambilla. 36. 27100 Pavia PV,45.1995757,9.1503999,Restaurant Magna
Campus Aquae,2134,4.1,Via Cascinazza. 29. 27100 Pavia PV,45.2060512,9.1378934,Restaurant.Bar.Beauty salon.Convention center.Event venue.Fitness center.Health spa.Pizza restaurant.Sports complex.Swimming basin Magna
McDonald's Restaurant,3594,3.6,Via Alessandro Brambilla. 34. 27100 Pavia PV,45.1989964,9.1506422,Fast food restaurant Magna
Moya,4153,4.2,Via dei Mille. 209. 27100 Pavia PV,45.1725441,9.1465399,Japanese restaurant.Chinese restaurant.Sushi restaurant Magna
Ipermercato Carrefour - Pavia,4424,3.9,Strada Vigentina. Via Lorenzo Cassani. 27100 Pavia PV,45.2047239,9.1745029,Hypermarket.Health food store.Organic food store.Supermarket Magna
