name,reviews,rating,fulladdr,latitude,longitude,categories
Maga Cacao,61,4.8,Via dell'Unione. 5. 20123 Milano MI,45.461837,9.1870782,Cake shop.Bar.Chocolate artisan Magna
Gaina miscugli e bolle,62,4.7,Via Bartolomeo Eustachi. 25. 20129 Milano MI,45.4768706,9.2144943,Bar.Bistro.Wine bar Magna
Base V Juicery,62,4.4,Via Giovanni Battista Sammartini. Piazza IV Novembre. 2. 20125 Milano MI,45.4865715,9.203565,Vegan Ristorante.Juice shop.Takeout Ristorante.Ristorante.Salad shop.Soup Ristorante.Vegetarian cafe and deli.Vegetarian Ristorante Magna
O'Tacos Milano Bligny,62,4.4,V.le Bligny. 3. 20136 Milano MI,45.451746,9.1878136,Fast food Ristorante Magna
Ocean Restaurant,62,4.4,Via Carlo Imbonati. 31. 20159 Milano MI,45.5006892,9.1827441,Seafood Ristorante Magna
Panbarons Milano,62,4.4,Via Terraggio. 11. 20123 Milano MI,45.465498,9.17599,Bakery Magna
Kungfu Bao - Plinio,62,3.8,Via Plinio. 40. 20129 Milano MI,45.477208,9.2161436,Asiatico Ristorante Magna
Tokyo Station,63,4.9,Via Mac Mahon. 73. 20155 Milano MI,45.4928656,9.1589477,Sushi takeaway.Giapponese delicatessen.Giapponese Ristorante.Soba noodle shop Magna
Ichi Station,63,3.7,Via Carlo Ravizza. 24. 20149 Milano MI,45.4694213,9.1501602,Giapponese Ristorante Magna
T'amo Pasta,63,3.7,Viale Umbria. 16. 20135 Milano MI,45.4484683,9.2120351,Ristorante Magna
RDMilano,64,4.4,Viale Cassala. 45. 20143 Milano MI,45.4448381,9.1637271,Ristorante.Breakfast Ristorante.Brunch Ristorante.Buffet Ristorante.Coffee shop.Italiano Ristorante.Bar.Sandwich shop.Small plates Ristorante.Tapas Ristorante Magna
???,64,4.3,Via Giovanni da Udine. 28. 20156 Milano MI,45.4973263,9.137788,Cinese Ristorante Magna
Ristorante Malaika,65,4.7,Corso Concordia. 9. 20129 Milano MI,45.4681058,9.2096123,African Ristorante.Ristorante Magna
Teranga Restaurant - Ristorante Italo Africano a Milano,65,3.9,Via Felice Casati. 22. 20124 Milano MI,45.4789193,9.2035862,Ristorante.Eritrean Ristorante Magna
BADABOOM Drink Shot & Show (Navigli),65,3.9,Ripa di Porta Ticinese. 5. 20143 Milano MI,45.4520573,9.1773396,Bar.Cocktail bar.Small plates Ristorante Magna
?stanbul Turkish Kebab&Pizza,66,4.9,Via Spartaco. 33. 20135 Milano MI,45.4580637,9.2122073,Ristorante Magna
La Brasserie de Milan,66,4.2,Via Giorgio Washington. 66. 20146 Milano MI,45.4613767,9.1545544,Ristorante.Hotel Magna
Golf bar,67,4.6,Via Luigi Galvani. 21. 20124 Milano MI,45.4873325,9.1971234,Bar.Cocktail bar.Wine bar Magna
Vik Pellico Otto Restaurant,67,4.4,Via Silvio Pellico. 8. 20121 Milano MI,45.4657576,9.1897216,Ristorante Magna
Pizzeria Olona,67,4.2,Via Olona. 17. 20123 Milano MI,45.4603736,9.1719459,Pizza Ristorante Magna
Timeout Launch Caf,67,4.1,Via Giorgio Washington. 9. 20146 Milano MI,45.4649312,9.1553055,Lunch Ristorante.Bar Magna
Ali Ristorante indiano,67,4.1,di fronte il n. 6. Piazzale Francesco Accursio.4 Entrata da. Via Tavazzano. 10. Milano MI,45.4928583,9.1480163,Indiano Ristorante Magna
Penina,68,4.8,Via Odoardo Tabacchi. 3. 20136 Milano MI,45.4475534,9.1802426,Poke bar.Fast food Ristorante.Ristorante Magna
Dino in Ripamonti,68,4.3,Via Giuseppe Ripamonti. 21. 20136 Milano MI,45.4480317,9.1977731,Ristorante Magna
Vertigo The U2 Tribute Bar,68,4,Via Orti. 12. 20122 Milano MI,45.4549562,9.2002718,Bar.Beer hall.Tobacco shop Magna
Casa Milan Bistrot,68,3.1,CASA MlLAN. Via Aldo Rossi. 8. 20149 Milano MI,45.4857106,9.148408,Ristorante Magna
Shat Piccolo Bistrot,69,4.9,Viale Monte Nero. 16a. 20135 Milano MI,45.454271,9.2040703,Ristorante.Bar.Brunch Ristorante.Cocktail bar.Small plates Ristorante.Wine bar Magna
Ville Lumiure Restaurant & Cocktail Bar,69,4.9,Piazzale Aquileia. 12. 20144 Milano MI,45.4608502,9.1629825,Italiano Ristorante Magna
Leos Bakery,69,4.7,Corso di Porta Romana. 85. 20122 Milano MI,45.45553,9.196995,Bakery Magna
Ristorante Cusani,69,4.6,Via Cusani. 13. 20121 Milano MI,45.4684026,9.1833945,Ristorante.Bar Magna
La Pagnottella Milano Panetteria Pasticceria dal 1999,69,4.6,Corso Cristoforo Colombo. Viale Gorizia. 1. 20144 Milano MI,45.4550093,9.1729285,Bakery.Cake shop Magna
Il Pane della Ripa,70,4.6,Ripa di Porta Ticinese. 55. 20143 Milano MI,45.4510064,9.1722021,Bakery Magna
MASU MASU,70,4.5,Via Vigevano. 18. 20144 Milano MI,45.4531204,9.1729574,Giapponese Ristorante Magna
Vincent's Bar,70,4.2,Via Salasco. snc. 20136 Milano MI,45.4502997,9.1943165,Bar Magna
Bar Girasole - rivenditore Elfbar Lost Mary,70,4.2,Viale Romagna. 2. 20133 Milano MI,45.4690639,9.2241541,Bar Magna
Juice Bar,70,2.5,Piazza Duca d'Aosta. 20125 Milano MI,45.4853579,9.2051384,Espresso bar.Bar.Cafeteria Magna
Pizzeria Kebap Istanbul (sh?mar?k),71,4.5,Viale Edoardo Jenner. 46. 20159 Milano MI,45.497033,9.175641,Ristorante Magna
Fun Poke,71,4.4,Via Carlo Farini. 36. 20159 Milano MI,45.489913,9.1834694,Hawaiian Ristorante.Giapponese Ristorante.Sushi Ristorante.Sushi takeaway Magna
VIVA | BuonoFrescoNaturale - Duomo,72,4.5,Via Cesare Correnti. 20. 20123 Milano MI,45.459547,9.179186,Poke bar.Health food Ristorante Magna
VETRA - Cocktails. Beer & Wine bar,72,4.4,Piazza Vetra. 21. 20123 Milano MI,45.4570567,9.1834039,Cocktail bar.Beer distributor.Night club.Wine club Magna
GustaMi Bakery (Sabotino),72,4.3,V.le Sabotino. 4. 20135 Milano MI,45.4508608,9.1975032,Bakery.Bar.Bistro.Breakfast Ristorante.Cafe.Coffee shop.Espresso bar.Pastry shop Magna
da Teresa,72,4,Via Pavia. 3. 20136 Milano MI,45.4472772,9.178588,Italiano Ristorante Magna
HIDDALA RISTORANTE,73,4.5,Viale Certosa. 36. 20155 Milano MI,45.4907682,9.1504529,Sri Lankan Ristorante Magna
Cabana sri lankan restaurant,73,4.5,Viale Stelvio. 50. 20159 Milano MI,45.4945076,9.1864241,Sri Lankan Ristorante Magna
GROUSE ROTISSERIE,74,4.5,Piazzale Fratelli Zavattari. 4. 20149 Milano MI,45.4758352,9.1437322,Chicken Ristorante.Sandwich shop.Small plates Ristorante Magna
Happy Bar di Ciai Francesca,74,4.4,Via Francesco Londonio. 17. 20154 Milano MI,45.4803796,9.1686168,Bar Magna
Lido Liquor Bar,74,4.3,Piazzale Antonio Cantore. 4. 20123 Milano MI,45.4564769,9.1733171,Bar Magna
da Zhong,74,3.9,Via Aleardo Aleardi. 10. 20154 Milano MI,45.4820425,9.1741728,Ristorante.Cinese Ristorante Magna
Burgez,74,3.9,V.le Bligny. 2. 20136 Milano MI,45.451545,9.1871057,Hamburger Ristorante Magna
Kusinela,75,4.7,Via Leone Tolstoi. 53. 20146 Milano MI,45.4534503,9.1493571,Filippino Ristorante.Seafood Ristorante Magna
San Carlo Al Due,75,4.6,Piazza S. Carlo. 2. 20122 Milano MI,45.4660773,9.1966096,Italiano Ristorante.Pizza Ristorante Magna
Opa Opa - La Grecia a Milano,75,4.5,Via Ponte Vetero. 11. 20121 Milano MI,45.4697172,9.1849981,Greek Ristorante Magna
